Material type,ISBN,Name,All names,Title,Variant titles,Country of publication,Publisher,Year of publication,Edition,Topics,Genres,Languages
Volume,9780237523848,Chris Powling,Chris Powling,Roald Dahl,,England,Evans,2002,,"Roald Dahl--Juvenile literature ; Novelists, English--20th century--Biography--Juvenile literature",Biography ; Children's literature,English
Volume,9781904357018,Roald Dahl,Quentin Blake ; Elin Meek ; Roald Dahl,Charlie a'r ffatri siocled,Charlie and the chocolate factory. Welsh,Wales,Rily Publications,2002,,"Bucket, Charlie (Fictitious character)--Juvenile fiction ; Wonka, Willy (Fictitious character)--Juvenile fiction",Children's fiction,Welsh
Volume,9781904357025,Roald Dahl,Quentin Blake ; Elin Meek ; Roald Dahl,James a'r eirinen wlanog enfawr,James and the giant peach. Welsh,Wales,Rily Publications,2003,,Boys--Juvenile fiction ; Insects--Juvenile fiction ; Peach--Juvenile fiction,Children's fiction,Welsh
Volume,,Roald Dahl,,The complete tales of the unexpected and other stories,Collected short stories of Roald Dahl,England,Folio Society,2001,,Surprise--Fiction ; Black humor (Literature) ; Deception--Fiction,Fiction,English
Volume,9780140307047,Roald Dahl,Pat Marriott ; Roald Dahl,The magic finger,,England,Puffin,1974,,"Children's stories ; Children's stories in English, 1900---Texts",,English
Volume,9780140306767,Roald Dahl,Jill Bennett ; Roald Dahl,Fantastic Mr Fox,,England,Puffin,1974,,"Children's stories ; Children's stories in English, 1900---Texts",,English
Volume,9780140306231,Roald Dahl,Nancy Ekholm Burkert ; Roald Dahl,James and the giant peach,,England,Puffin,1973,,"Children's stories ; Children's stories in English, 1900---Texts",,English
Volume,9780140305999,Roald Dahl,Faith Jaques ; Roald Dahl,Charlie and the chocolate factory,,England,Penguin,1973,,"Children's stories ; Children's stories in English, 1900---Texts",,English
Volume,9780047920127,Richard R. George,Richard R. George ; Roald Dahl,Roald Dahl's Charlie and the chocolate factory : a play,Charlie and the chocolate factory,England,Allen & Unwin,1979,,Drama in English--American writers--1945---Texts,,English
Volume,9780047920134,Richard R. George,Richard R. George ; Roald Dahl,Roald Dahl's James and the giant peach : a play,James and the giant peach,England,Allen & Unwin,1982,,Drama in English--American writers--1945---Texts,,English
Volume,9780047920141,Richard R. George,Richard R. George ; Roald Dahl,Roald Dahl's Charlie and the great glass elevator : a play,Charlie and the great glass elevator,England,Allen & Unwin,1984,,Drama in English--American writers--1945---Texts,,English
Volume,9780048230782,Roald Dahl,,James and the giant peach : a children's story,,England,Allen & Unwin,1981,,Children's stories in English--1900-1945--Texts,,English
Volume,9780048230966,Roald Dahl,Tony Ross ; Roald Dahl,Fantastic Mr Fox,,England,Unwin Hyman,1988,,Children's stories in English--1945-,,English
Volume,9780048233035,Roald Dahl,Michael Foreman ; Roald Dahl,Charlie and the chocolate factory,,England,Allen & Unwin,1985,,Children's stories in English--1945---Texts,,English
Volume,9780048233424,Roald Dahl,Michael Foreman ; Roald Dahl,Charlie and the Great Glass Elevator,,England,Allen & Unwin,1985,,Children's stories in English--1945---Texts,,English
Volume,9780571165728,Jeremy Treglown,,Roald Dahl : a biography,,England,Faber & Faber,1995,,"Roald Dahl--Biography ; Authors, English--20th century--Biography ; English fiction",,English
Volume,9780571165735,Jeremy Treglown,,Roald Dahl : a biography,,England,Faber & Faber,1994,,English fiction ; Roald Dahl,,English
Volume,9780573050947,David Wood,Roald Dahl ; David Wood,"The BFG (big friendly giant),by Roald Dahl",,England,French,1991,,English drama,,English
Volume,9780573050992,David Wood,Roald Dahl ; David Wood,"The witches, by Roald Dahl",Witches,England,French,1993,,English drama,,English
Volume,9780573051098,Vicky Ireland,Roald Dahl,Roald Dahl's The giraffe and the pelly and me : a play with music for children,Giraffe and the pelly and me,England,Samuel French,1996,,English drama,,English
Volume,9780573051333,David Wood,Roald Dahl ; David Wood,Fantastic Mr Fox,,England,Samuel French,2003,,"Children's plays, English ; Foxes--Juvenile drama",Drama,English
Volume,9780582084780,Michael Caldon,Michael Caldon ; Roald Dahl,Taste and other tales,,England,Longman,1993,,English language--Reading books,,English
Volume,9780749633141,Emma Fischel,Emma Fischel ; Martin Remphry,Roald Dahl,,England ; United States of America,Watts,1999,,"Novelists, English--20th century--Biography--Juvenile literature ; Roald Dahl--Biography--Juvenile literature",,English
Volume,9788305113137,Roald Dahl,Ariadna Demkowska-Bohdziewicz ; Roald Dahl,Niespodzianki,Tales of the unexpected. Polish,Poland,Warszawa : Ksia?z?ka i Wiedza,1984,,Fiction in English--1945---Translations,,Polish
Volume,9788310080004,Roald Dahl,Ludwik Jerzy Kern ; Roald Dahl,Jakubek i brzoskwinia olbrzymka,James and the giant peach. Polish,Poland,Nasza KsieÌ¢garnia,1982,,Fiction in English--1945---Translations,,Polish
Volume,9788370018009,Roald Dahl,Pan?stwo G?uptakowie ; Roald Dahl,Pan?stwo G?uptakowie,Twits. Polish,Poland,Alfa,1989,,Children's stories in English--1900-1945--Translations,,Polish
Volume,,Roald Dahl,Faith Jaques ; Roald Dahl,Charlie and the chocolate factory,,England,Allen & Unwin,1967,,,,English
Volume,9780718113216,Roald Dahl,,Switch bitch,,England,Joseph,1974,,"Short stories in English, 1900---Texts ; Short stories, English",,English
Volume,,Roald Dahl,Quentin Blake ; British Railways Board ; Roald Dahl,Roald Dahl's Guide to railway safety,,England,British Railways Board,1991,,,,English
Volume,9780091765415,Roald Dahl,Roald Dahl ; Quentin Blake,Roald Dahl's dirty beasts,,England,Jonathan Cape,1993,,English poetry,,English
Volume,9780091765514,Roald Dahl,Roald Dahl ; Quentin Blake,Roald Dahl's revolting rhymes,,England,Jonathan Cape,1993,,English poetry,,English
Volume,9780099303282,,Jennifer Curry,"Wondercrump poetry : the best children's poems from the Roald Dahl Poetry Competition, 1994",,England,Red Fox,1994,,,,English
Volume,9780099365815,Roald Dahl,Roald Dahl ; Quentin Blake,Matilda,,England,Random House,1994,,English fiction--Children's stories,,English
Volume,9780099504115,Roald Dahl,Roald Dahl ; Quentin Blake,The witches,,England,Random House,1995,,English fiction--Children's stories,,English
Volume,9780099522614,Jennifer Curry,,"Wondercrump poetry : the best children's poems from the Roald Dahl Poetry Competition, 1994",,England,Red Fox,1995,,"School verse, English ; Children's poetry ; English poetry",,English
Volume,9780099682912,Jennifer Curry,,Wondercrump poetry! : the best children's poems from the third Roald Dahl poetry competition,,England,Red Fox,1996,,"English poetry--By--Children ; School verse, English ; Children's poetry, English",,English
Volume,9780099724216,Roald Dahl,Quentin Blake ; Josie Fison ; Felicity Dahl ; Roald Dahl,Roald Dahl's revolting recipes,,England,Red Fox,1996,,Cooking--Juvenile literature ; Cookery,Children's literature,English
Volume,9780582222816,Roald Dahl,Roy Blatchford ; Roald Dahl,A Roald Dahl selection : nine short stories,,England,Joseph ; Longman,1980,,Short stories in English--1900-1945--Texts,,English
Volume,9780582224995,Roald Dahl,He?le?ne Fawcett ; Roald Dahl,A second Roald Dahl selection : eight short stories,,England,Longman,1987,,Short stories in English--1945---Texts,,English
Volume,9780582401983,John Escott,John Escott ; Roald Dahl,Matilda,,England,Pearson,1999,,Teachers--Juvenile fiction ; Girls--Juvenile fiction ; Intellect--Juvenile fiction ; Parapsychology--Juvenile fiction,Children's fiction ; Fantasy ; Reader,English
Volume,9780582419438,Michael Caldon,Michael Caldon ; Roald Dahl,Taste and other tales,,England,Pearson,1999,,,Reader,English
Volume,9780582434493,Roald Dahl,Roald Dahl,A Roald Dahl selection,,England,Longman,2000,,"Readers (Secondary) ; Young adult fiction, English",,English
Volume,9780582456181,"Laidlaw, Caroline",Roald Dahl ; Quentin Blake ; Caroline Laidlaw,Charlie and the chocolate factory,,England,Pearson,2001,,"Bucket, Charlie (Fictitious character)--Juvenile fiction ; Wonka, Willy (Fictitious character)--Juvenile fiction",Children's fiction ; Reader,English
Volume,9780582512238,Michael Caldon,Michael Caldon ; Roald Dahl,Man from the South and other stories,,England,Pearson,2002,,Readers,,English
Volume,9780582525894,Michael Caldon,Michael Caldon ; Roald Dahl,Taste and other tales,,England,Longman,1979,,English language--For non-English speaking students--Texts ; English language--Text-books for foreign speakers ; Readers--1950-,,English
Volume,9780048230966,Roald Dahl,Donald Chaffin ; Roald Dahl,Fantastic Mr Fox,,England,George Allen & Unwin,1970,,,,English
Volume,9780091030308,Barry Farrell,,Pat & Roald,,England,Hutchinson,1970,,"Neal, Patricia, 1926-2010 ; Roald Dahl",,English
Volume,9780140030747,Roald Dahl,,Someone like you,,England,Penguin,1970,Revised and expanded edition,,,English
Volume,9780330022071,John Frederick Burke,Ian Fleming ; Ken Hughes ;  John Frederick Burke ; Roald Dahl,Chitty Chitty Bang Bang : the story of the film,,England ; United Kingdom,,1968,,,,English
Volume,9780431086149,John Rowley,,Roald Dahl,,England,Heinemann Library,1999,,"Authors, English--20th century--Biography--Juvenile literature ; Roald Dahl--Biography--Juvenile literature",,English
Volume,9780431179810,Victoria Parker,,All about Roald Dahl,Roald Dahl,England,Heinemann Library,2003,,"Roald Dahl--Juvenile literature ; Novelists, English--20th century--Biography--Juvenile literature",Biography ; Children's literature,English
Volume,9780140118476,Roald Dahl,,"Ah, sweet mystery of life : the country stories of Roald Dahl",,England,Penguin,1990,,English fiction--Short stories ; Country life--Fiction,,English
Volume,9780140363029,Chris Powling,Stephen Gulbis ; Chris Powling,Roald Dahl,,England,Puffin,1994,Revised edition,English fiction--Children's stories ; Roald Dahl,,English
Volume,9780140307047,Roald Dahl,Pat Marriott ; Roald Dahl,The magic finger,,England,Puffin,1983,,Children's stories in English--1945---Texts,,English
Volume,9780140307559,Roald Dahl,Faith Jaques ; Roald Dahl,Charlie and the Great Glass Elevator,,England,Puffin,1983,,Children's stories in English--1900-1945--Texts,,English
Volume,9780140306767,Roald Dahl,Jill Bennett ; Roald Dahl,Fantastic Mr. Fox,,England,Puffin,1984,,Children's stories in English--1900-1945--Texts,,English
Volume,9780140035742,Roald Dahl,Roald Dahl,Over to you : ten stories of flyers and flying,,England,Penguin,1984,,Short stories in English--1900-1945--Texts,,English
Volume,9780140030747,Roald Dahl,Roald Dahl,Someone like you,,England,Penguin,1984,Revised and expanded edition,Short stories in English--1900-1945--Texts,,English
Volume,9780140305999,Roald Dahl,Faith Jaques ; Roald Dahl,Charlie and the chocolate factory,,England,Puffin,1983,,Children's stories in English--1900-1945--Texts,,English
Volume,9780140041798,Roald Dahl,Roald Dahl,Switch bitch,,England,Penguin,1976,,"Short stories in English--1900---Texts ; Short stories, English",,English
Volume,9780140051315,Roald Dahl,Roald Dahl,Tales of the unexpected,,England,Penguin,1979,,"Short stories in English--1900---Texts ; Short stories, English",,English
Volume,9780140055771,Roald Dahl,Roald Dahl,My uncle Oswald,,England,Penguin,1980,,English fiction,,English
Volume,9780140056068,Roald Dahl,Roald Dahl,More tales of the unexpected,,England,Penguin,1980,,"Short stories in English--1900---Texts ; Short stories, English",,English
Volume,9780140057737,Roald Dahl,Roald Dahl,The wonderful story of Henry Sugar : and six more,,England,Penguin,1982,,Short stories in English--1900-1945--Texts,,English
Volume,9780140066944,Roald Dahl,Roald Dahl,The best of Roald Dahl,,England,Penguin,1984,,Short stories in English--1945---Texts,,English
Volume,9780140071788,,Roald Dahl,Roald Dahl's book of ghost stories,,England,Penguin,1985,,"Ghost short stories in English--1900---Anthologies ; Ghost stories, English",,English
Volume,9780140089172,Roald Dahl,Roald Dahl,Boy : tales of childhood,,England,Penguin,1986,,"Authors, English--20th century--Biography ; English literature--Writers--1900-",,English
Volume,9780140103069,Roald Dahl,Roald Dahl,Going solo,,England,Penguin,1987,,"Fiction in English--Roald Dahl--1916---Biographies ; Authors, English--20th century--Biography",,English
Volume,9780140139051,Felicity Dahl,Roald Dahl ; Felicity Dahl,Roald Dahl's cookbook,Memories with food at Gipsy House,England,Penguin,1996,,Cooking,,English
Volume,9780140156829,Roald Dahl,Roald Dahl,"Boy : tales of childhood ; and, Going solo",Going solo,England,Penguin,1992,,English fiction ; Roald Dahl,,English
Volume,9780140158076,Roald Dahl,Roald Dahl,The collected short stories of Roald Dahl,,England,Penguin,1992,,English fiction--Short stories,,English
Volume,9780670815302,Roald Dahl,Roald Dahl,Two fables,,England,Viking,1986,,Short stories in English--1945---Texts,,English
Volume,9780670834624,Felicity Dahl,Roald Dahl ; Felicity Dahl,Memories with food at Gipsy House,,England,Viking,1991,,Cookery,,English
Volume,9780670852499,Roald Dahl,Roald Dahl ; Quentin Blake,Charlie and the great glass elevator,,England,Viking,1995,,Elevators--Juvenile fiction,Children's fiction ; Humour or satire,English
Volume,9780670852505,Roald Dahl,Roald Dahl ; Quentin Blake,Fantastic Mr Fox,,England,Viking,1996,,English fiction--Children's stories,,English
Volume,9780670852529,Roald Dahl,Roald Dahl ; Quentin Blake,The magic finger,,England,Viking,1995,,Hunting--Moral and ethical aspects--Juvenile fiction ; Magic--Juvenile fiction ; Hunters--Juvenile fiction,Children's fiction,English
Volume,9780670852543,Roald Dahl,Roald Dahl ; Quentin Blake,The complete adventures of Charlie and Mr. Willy Wonka,Charlie and the chocolate factory ; Charlie and the great glass elevator,England,Viking,1995,,,,English
Volume,9780670853014,Roald Dahl,Tony Ross ; Roald Dahl,The magic finger,,England,Viking,1993,,English fiction--Children's stories,,English
Volume,9780670853021,Roald Dahl,Emma Clark Chichester ; Roald Dahl,James and the giant peach,,England,Viking,1993,,English fiction--Children's stories,,English
Volume,9780670853052,Roald Dahl,Michael Foreman ; Roald Dahl,Charlie and the great glass elevator,,England,Viking,1993,,English fiction--Children's stories,,English
Volume,9780670867127,Roald Dahl,Roald Dahl,The great automatic grammatizator : and other stories,,England,Viking,1996,,English fiction--Short stories,,English
Volume,9780670885770,Roald Dahl,Roald Dahl ; Quentin Blake,James and the giant peach,,England,Puffin,1999,,Magic--Juvenile fiction ; Aunts--England--Juvenile fiction ; Boys--England--Juvenile fiction,Children's fiction ; Fantasy,English
Volume,9780866537445,Thomas J. Palumbo,,Integrating the literature of Roald Dahl in the classroom,,England ; United Kingdom,Good Apple,1993,,Children's literature--Study and teaching (Elementary) ; Children--Books and reading ; Roald Dahl--Study and teaching (Elementary),,English
Volume,9781850899310,Roald Dahl,Michael Simeon ; Roald Dahl,James and the giant peach,,England,Windrush,1988,,Children's stories in English--1900-1945--Texts,,English
Volume,,Roald Dahl,,Kiss kiss,,England,Michael Joseph,1960,,,Fiction,English
Volume,,Roald Dahl,,Someone like you,,England,Michael Joseph,1961,Revised and expanded edition,,,English
Volume,9780439984553,Pat Hoodless,,"History. Book 8. Mary, Queen of Scots, Roald Dahl, Laura Ashley, Martin Luther King",,England,Scholastic,2003,,History--Study and teaching (Elementary)--Great Britain ; History--Sources,Source,English
Volume,9780670853038,Roald Dahl,Tony Ross ; Roald Dahl,Fantastic Mr Fox,,England,Viking,1993,,English fiction--Children's stories,,English
Volume,9780670853069,Roald Dahl,,Charlie and the chocolate factory,,England,Viking,1993,,English fiction--Children's stories,,English
Sheet,9780862203641,Roald Dahl,,"Ah, sweet mystery of life",,England,Chivers,1990,,Short stories in English--1945---Texts,,English
